# idx        omn         omt_i      temp_i         omt_e         Tref         nref        gamma        omega
 272   1.41591808   4.32943668   0.85415433   2.55270620   4.11199941  20.11947616   0.10378915   0.18324368
 273   1.06427779   3.21801896   0.55200567   3.97329752   3.53989131  16.42783114   0.11594742   0.03245016
 274   3.65521992   4.83710271   1.36957278   2.70897898   3.85547455  26.11347554   0.33436053   1.30073446
 275   3.53326044   3.48641258   0.83525703   3.15019165   2.07121686  31.21783198   0.02988289   0.04589826
 276   1.91240658   2.79272461   0.87532789   2.47872939   4.49749127  17.58750503   0.06571252   0.06328676
 277   2.25674050   3.45871580   0.91370317   1.57704334   3.37136663  35.23075015   0.15403749   0.70780901
 278   1.31851497   2.18445598   1.31556812   3.77481236   2.83931433  10.54651526   0.09588815   0.03614124
 279   1.55621264   3.19440651   1.13347924   4.07951515   2.53933745  37.52815947   0.28752583   0.80753180
 280   4.42102438   3.67992520   0.60835073   3.82986405   4.77718233  28.78373347   0.94762643   0.61626242
 281   1.18336432   1.34753119   1.43395600   3.75256331   3.72400248  22.76636924   0.03162608   0.06584409
 282   3.16215505   1.25984031   0.84252547   1.83396728   3.25222327  31.20025375   0.00192792   0.01431056
 283   2.02467810   1.32523192   0.51712582   3.89926323   4.10348748  14.07823697  -0.00400037   0.00547422
 284   1.94542191   4.57605287   0.78691075   4.18339540   2.84584832  26.27297198   0.13454187   0.80002883
 285   4.85703056   3.87061369   0.82859581   1.79823355   3.03676005  12.80026749   0.04604265  -0.08248237
 286   1.21333833   2.99125688   0.91350312   3.54879837   3.85882374  34.98491319   0.45847642   0.57509539
 287   2.60449529   3.56808882   1.45699627   3.52044144   4.63833205  14.92600287  -0.00482081  -0.00306074
 288   2.74978953   1.48064588   0.66705174   1.42833144   3.42121526  31.01732173   0.06065800   0.55299331
 289   1.08823906   4.82183399   0.68785047   4.53491798   4.50658097  34.27387717   0.68768343   0.54948766
 290   3.52849716   1.59027969   0.83939413   4.84191978   4.79133566  10.03853129   0.08183453  -0.07343130
 291   2.03406588   2.42793777   1.15279139   4.68757821   2.10934449  31.12991455   0.04573442   0.07637078
 292   4.31273445   4.16734039   0.93629065   4.21417862   3.31376483  23.90491387   0.36962744   0.93873668
 293   1.24007962   3.29815215   0.83727711   2.12247826   2.72631097  32.66356504   0.08987138   0.12907897
 294   3.25341780   1.00844402   1.21424704   3.12467492   4.24667629  23.13656622   0.37120612   0.72955364
 295   3.85538115   2.22708237   1.18515252   2.23292177   2.92245465  33.87876669   0.33374547   0.93019934
 296   2.56731969   2.95681616   1.45723360   1.39619829   2.18456282  19.74086130   0.06636924   0.03141109
 297   2.06877443   2.73545321   0.88820994   1.58130849   4.83651481  30.70666869   0.35675189   0.62266881
 298   3.14734608   1.27352749   0.59884234   4.71209404   4.04335087  31.32041516   0.72948944   0.32397283
 299   4.99720340   4.43889296   0.75321263   2.11264738   3.13576787  20.97621952  -0.00274458   0.00505141
 300   4.56842666   2.99141008   1.44707918   4.36815203   3.61725412  24.57792047   0.56983254   1.34181057
 301   2.33569918   3.30598307   0.59776457   3.48009303   4.50976098  39.54612164   0.75642644   0.43337199
 302   2.44115510   4.60039521   1.28751867   4.77931495   2.68477137  29.34547934   0.18626390   1.08236016
 303   3.31252590   2.44092552   0.84034835   3.75296047   2.72866427  15.63043390   0.06638528  -0.09721800
 304   2.57364764   1.13860503   0.94729538   2.51895178   2.93769898  16.07348764   0.03578540  -0.14312699
 305   4.06042196   4.82690071   1.34747906   1.59889031   2.55508846  18.88922909   0.03085937   0.07369237
 306   4.65356140   2.87735830   0.65409258   2.71771290   2.97953142  31.54685898   0.43531244   0.61426195
 307   3.39816877   1.51177249   0.91572354   4.37830012   3.82448154  39.29094863   0.97273278   0.57191632
 308   4.83744169   2.93816202   1.15990438   4.59000634   4.87161556  24.89147880   1.07733063   1.15046782
 309   4.12778864   2.19657094   1.34361550   2.96980172   2.10477986  28.49674929   0.00347494   0.01649824
 310   3.30168137   2.96020911   1.00298570   4.80367777   2.17467877  21.27989777   0.08128418   0.00140157
 311   4.01471597   4.24048232   0.81834331   2.38411760   4.74673879  21.05448421   0.38461426   0.81828652
 312   3.00692507   2.10730796   0.84785477   3.43779724   2.13324046  31.69585214   0.05631641   0.00810894
 313   1.50434333   2.55949205   0.65575714   3.15907326   3.94495397  21.59205922   0.08787024   0.04284126
 314   1.09930604   3.91048736   1.15283930   4.23238340   2.99800841  10.20283106   0.17418913   0.12320549
 315   2.64701387   1.02945948   1.44362859   4.17307283   2.72871266  18.03148875   0.06773747  -0.04011033
 316   4.34288723   3.87870189   0.70785961   2.59096382   4.76036818  19.17039166   0.32704431   0.69516283
 317   1.42903739   4.99239954   0.52067306   2.93732611   2.29526321  24.65199692   0.15005975   0.04443604
 318   3.81736314   1.32189386   1.35125824   4.30497049   4.89931985  34.23688520   1.19848051   0.89974157
 319   4.13348915   1.99869759   1.45163891   1.56646308   2.70015193  35.84652124  -0.00670108  -0.01600823
 320   2.05737279   2.22527024   1.17295146   2.76626746   2.77180867  15.76507734   0.06820637  -0.01695840
 321   2.36626267   3.82077596   0.80034060   1.76560329   2.20150450  36.14301771   0.06766434   0.08231703
 322   1.86011963   1.34078242   1.35410565   1.34849220   4.05264140  39.16392152   0.35208178   0.70363475
 323   4.43977008   3.04376477   1.07089435   4.13676251   2.36532418  25.87452344  -0.00705789  -0.00648874
 324   1.72201754   4.90522758   0.91772890   3.21280801   2.01075295  29.69479621   0.14749837   0.15402875
 325   1.25129869   4.41218856   0.62841415   4.17744616   4.31648873  29.21745912   0.46904727   0.49429102
 326   2.80885824   3.97016318   0.73860662   1.13865014   3.49530071  27.19919819   0.00985855   0.07403593
 327   1.87891672   1.15135526   1.39711231   1.06906347   4.56130349  18.95441078   0.02159905  -0.00691470
 328   3.31997231   1.66453353   1.21929716   3.57298653   4.10736785  13.37023010   0.05166528  -0.00786819
 329   1.24715268   3.32856115   1.47909754   3.76167868   2.70083493  31.52435928   0.12699701   0.96112966
 330   1.74929516   3.63445426   0.96544954   2.87922627   3.25018129  36.93505120   0.37108122   0.73940509
 331   2.86018710   4.59313836   1.42798237   2.70796939   4.49834274  29.99423044   0.65555975   1.35758016
 332   1.95730193   4.75789562   1.24678069   2.21747424   4.41794672  19.23492641   0.00343346   0.15606004
 333   2.40653924   1.22636582   0.71762754   3.74896262   2.24999600  31.96020614   0.08317136  -0.05364838
 334   3.35210003   3.88462603   1.34303759   2.08360650   3.51519634  37.66836370   0.61459127   1.24267873
 335   2.81375903   2.64140825   0.75747110   2.65055835   4.82824866  13.84202158   0.06743272  -0.01274887
 336   2.45881455   3.21535299   0.92240711   3.13770688   2.04706357  23.60980240   0.09152860  -0.00356906
 337   2.70604568   1.43762538   1.08524919   3.50047194   4.32695743  39.73490386   0.87376159   0.59407092
 338   2.07983011   3.79412621   1.42053648   1.17895816   3.75013059  39.87977822   0.43145613   1.14270211
 339   1.06519123   4.50039397   0.65823419   1.36098089   4.48647792  38.19412727   0.22927947   0.52799937
 340   3.53553992   1.56697959   1.28581618   4.46652250   2.91219285  21.28159513   0.01116392   0.02272965
 341   4.29619626   3.16178312   1.41606351   1.99484165   2.91533003  20.57575557  -0.00734070  -0.01101334
 342   3.79013575   2.83598228   0.89524395   1.14203435   3.60483268  12.79805591   0.03590048  -0.08672069
 343   1.21911796   3.75420048   1.36505085   3.92820839   2.48782326  10.50636085   0.16919025   0.12623085
 344   4.94507043   1.84384221   0.94895246   1.22677576   4.52112353  21.71001575   0.29256565   0.78603742
 345   4.60244602   1.67139862   1.44260747   4.87847530   4.30775644  31.98825317   1.22497721   1.16798090
 346   2.96096631   4.60486233   0.69045318   2.42300075   3.01941768  10.16760619   0.04264163  -0.11145896
 347   4.61995043   2.91188322   0.62419741   3.52439429   4.30394822  32.11646935   0.93304387   0.58807553
 348   4.95884665   2.26429186   0.97006949   1.03389722   2.49204711  28.95658819  -0.00309694   0.00922337
 349   1.47226937   3.49414689   1.41133369   2.92457860   3.96121476  16.35356204   0.05509798   0.17307348
 350   2.49445495   1.33086100   1.00184613   2.21588848   3.11874748  38.37754035   0.27865346   0.57732924
 351   2.54295301   3.19948443   0.90020664   1.96232240   3.29001019  17.96846801   0.07529473   0.01130650
 352   3.64293415   4.48428500   1.19600711   4.89698852   4.76117497  36.95070894   1.28823053   1.24252661
 353   4.47227457   1.62557892   0.61789464   2.25870882   4.62731829  13.02558987   0.05756593  -0.07772691
 354   1.53524956   3.96691317   1.24109228   3.38389422   4.86426165  15.39815032   0.12808399   1.02854111
 355   4.01497996   3.60167136   0.78985905   2.36130975   4.46214311  35.18923928   0.86237076   0.77389339
 356   1.52470105   1.26017996   1.25176250   4.66908547   3.63689673  13.04868606   0.07094464  -0.02860505
 357   4.94832532   3.40014360   1.43858937   3.45938623   4.29106258  33.37748175   1.05464055   1.51366300
 358   4.44126009   1.07276205   1.11101256   2.63329004   3.15539272  24.77942561   0.04650003   0.69637344
 359   1.97546999   2.38714060   1.22497647   2.52965643   4.38378798  30.29868510   0.46634739   0.78636160
 360   1.32898674   3.36164256   1.19517944   1.74155263   2.77628961  23.83953631   0.09137193   0.14662983
 361   4.59768233   3.63290506   1.20830448   1.86327795   3.22974392  10.09987745   0.05175991  -0.05261084
 362   3.50714280   3.77288020   0.93331194   3.14679238   3.77119820  23.40194113   0.25171254   0.82036792
 363   3.84385349   2.97744352   1.48982527   4.62963681   2.60593537  14.77040621   0.05803520   0.01646377
 364   1.02033507   3.85162504   0.72054450   4.61141218   2.50002820  19.12582321   0.15615147   0.08275081
 365   1.70273377   3.44079075   0.99196171   4.31758754   2.82245810  28.79359550   0.14035018   0.77871568
 366   2.63738068   2.59721861   0.83040377   4.20884557   2.09062453  14.70464239   0.04382603  -0.13910193
 367   4.44337009   4.88540924   1.39858866   4.60057489   3.83820289  23.82472340   0.52610028   1.48978107
 368   4.60369011   3.92208609   1.27043078   3.59032892   2.06324736  29.35738458  -0.00668740  -0.00854733
 369   4.76172196   1.31672583   1.29688926   2.47192141   3.12174007  23.35000809  -0.00872679  -0.01142522
 370   2.93162459   4.38200620   0.75481712   4.69769549   2.64708986  27.71776705   0.13516432   0.83646973
 371   1.69079851   4.38043541   1.06308784   2.64624061   3.44132719  30.26055851   0.15821258   0.94219224
 372   2.65218252   1.89969520   0.91066507   2.40938670   4.63742588  24.99566811   0.32361468   0.59388001
 373   2.92580566   2.48825479   0.79326683   4.35674075   3.05670638  25.09954286   0.11794367   0.68980316
 374   4.55656251   4.28013756   0.84401836   2.58092346   3.25487503  37.71421360   0.75722543   0.93945172
 375   3.61907840   3.36894436   1.44940670   2.98757304   2.78728059  26.72979386  -0.00720861  -0.00870079
 376   4.20120074   3.85706809   0.98459527   3.88587717   2.15752573  10.06171252   0.02771419  -0.15749283
 377   1.67746032   4.27101918   1.02211162   1.74370117   3.65817461  27.16767560   0.12800595   0.95493522
 378   4.24075638   2.65856054   0.52775989   4.08098522   3.06871118  36.53283221   0.72691459   0.45184950
 379   1.22249444   3.21760554   1.45979675   4.10372661   3.82427819  28.10404904   0.46301356   0.97374353
 380   1.09091654   1.22660361   1.06098989   4.56078639   4.87434890  35.05678517   0.64273622   0.33572958
 381   3.91750536   3.32380093   0.66591896   3.16206167   4.27291517  39.73309938   0.96320722   0.60984953
 382   1.16377740   2.86719499   1.44639441   1.68459945   3.52854909  25.94426388   0.08172716   0.95970633
 383   3.65599244   1.58390484   1.15248266   3.18402023   4.70307420  21.64286735   0.51466231   0.81375035
 384   3.30320189   4.07484444   0.75485051   3.78612861   3.92278785  36.57332594   0.87591054   0.71447168
 385   2.56498395   3.63851311   0.57551004   2.03875513   4.35007003  37.81420978   0.53736765   0.47417302
 386   2.72787400   2.21792778   0.50528211   1.40873670   4.23571331  15.27250078  -0.00445973  -0.00414385
 387   2.62045593   3.13292834   0.50649498   2.41188086   4.67699795  26.49287147   0.30746561   0.38170571
 388   2.68433275   1.32944533   1.06612522   3.82903360   2.95365612  17.27676562   0.06909265  -0.06914096
 389   2.76209686   1.55826552   0.75086903   4.29155494   2.89866526  34.62220645   0.43982789   0.43864926
 390   1.67621140   2.38500232   0.51910408   3.18746869   4.91399324  32.17974424   0.44113044   0.29105396
 391   2.06850421   2.15366959   0.73788095   4.89024250   2.04928164  16.87510775   0.04855813  -0.12625157
 392   1.87524112   4.59491515   0.95756004   3.17209639   3.48306853  28.56278069   0.19285904   0.79768320
 393   3.66694111   4.13497671   1.19698794   2.38140341   4.29321887  21.74897468   0.21622243   1.04129655
 394   2.77922698   2.37208909   0.81724166   2.47038401   3.38228587  26.09535444   0.00955031   0.03574951
 395   3.42549001   2.05437073   0.91298885   1.14555633   3.50359136  29.18141560  -0.00620723  -0.00670368
 396   4.37655195   3.68163886   1.22373892   3.06107540   3.36668092  35.51903851   0.77925727   1.24427492
 397   2.21904726   1.60237880   0.71586777   4.74541210   3.66663599  23.96552890   0.19908825   0.39001237
 398   4.84235497   2.11160524   0.95866680   1.61735669   4.09649466  20.37152245   0.07402639   0.69206476
 399   2.43780768   1.28533052   1.19958623   4.22041423   3.22168269  10.69034499   0.04968793  -0.11651907
 400   3.59193448   4.22063565   0.89390028   4.67677380   4.35166220  20.33958061   0.54584124   0.87931722
 401   1.16006612   2.74209237   0.62431844   4.47806303   3.39277352  38.80445730   0.45328111   0.35128593
 402   1.70267771   2.65606472   0.52818161   1.60766056   4.72037562  30.61442662   0.10580291   0.41753447
 403   4.87388738   4.69322201   0.89484557   1.55397343   3.75151149  15.96387693   0.00323335   0.03746091
 404   2.02235562   3.62399666   1.39898691   4.01694423   4.30477787  11.16058527   0.09386846   0.12228899
 405   2.53236085   4.18459791   1.25638832   2.36024132   2.14590422  36.04213888  -0.00453057   0.00139316
 406   3.45074642   1.62483206   0.73456635   3.08164162   4.48864049  34.80209991   0.79023156   0.47830841
 407   2.28938119   4.43793881   0.69372215   4.91838377   4.19489004  35.78261478   0.89429417   0.59613244
 408   4.19274512   3.06284912   1.12402222   4.77330452   3.89872978  25.17721026   0.78968222   1.04449388
 409   4.73905917   4.30530104   1.40840721   4.97306634   4.09576340  38.85605035   1.28995268   1.60697452
 410   2.53683293   2.03786847   1.05232322   4.38011058   3.73086214  30.14754680   0.63206119   0.66018964
 411   2.65704293   3.89533158   1.02227571   4.04099654   4.65320779  16.60138185   0.13408787   1.02350393
 412   2.44964620   2.34140572   0.90361663   3.40452887   2.61520273  33.13812941   0.10791974   0.72535424
 413   4.70921220   3.04338827   1.18508162   4.41204304   4.74995392  27.21162281   1.10253168   1.17424464
 414   4.92905559   1.37426779   1.05052864   2.57518189   2.19445227  16.13977943   0.02259145  -0.12859475
 415   2.33164985   4.22019455   1.42025189   1.97290680   4.63187541  39.63646396   0.78638997   1.24278063
 416   2.44768340   1.40328213   0.56190606   1.10984778   3.36374649  20.58114641  -0.00171918   0.00547871
 417   2.36968798   4.97250773   0.54670822   3.76183436   4.16960118  26.80539592   0.45098049   0.51452114
 418   4.84393678   1.39069736   0.87751171   4.53147264   2.64295326  19.16222162   0.05700137  -0.00729748
 419   2.39849765   4.37713254   0.65533280   3.31928725   4.78602597  31.18695382   0.67953145   0.58144201
 420   2.39873566   1.24637515   0.60223312   4.37985070   4.15803551  13.03057557   0.06557146  -0.14807504
 421   1.45279695   1.32426819   1.18294481   1.93288528   4.38312653  24.27096334   0.01563462   0.03278992
 422   3.58833104   4.91800585   0.73860399   1.50039561   4.57495939  10.26927089   0.08501209  -0.02512928
 423   2.09540936   1.24716819   0.65495387   2.30690801   3.66685357  28.86816534   0.05918106  -0.01105960
 424   4.89445784   1.48195025   0.63102503   3.44227075   2.17912958  14.49362932   0.02211198  -0.01168169
 425   2.29392521   3.26064030   1.42113595   4.91371475   3.32286139  26.34626838   0.43704846   1.08598136
 426   3.64912912   3.02348149   1.16938590   1.02274120   2.37909415  29.20639886   0.00353079   0.02738882
 427   3.96953807   1.66608562   0.54273731   1.67862263   3.59383455  35.69236466   0.44288209   0.39314063
 428   1.46415672   2.33743872   0.56843078   4.44734531   4.59840825  19.10691233   0.09949072   0.05961379
 429   4.56510051   4.89993642   1.02644287   4.70577264   2.01057020  21.08883311   0.05343887   0.05263105
 430   4.38646250   1.00912223   0.79361921   3.70096245   3.82978589  15.10765327   0.06503526  -0.02727899
 431   2.86271372   4.57912132   0.98361340   4.65857061   2.77223933  10.61288026   0.12983054  -0.01805765
 432   2.12989750   3.68922100   1.13225691   2.52611837   4.10245199  11.92071089   0.10857889   0.07247696
 433   1.94151421   4.44813723   1.30619278   3.61428909   3.35347700  11.46752891   0.15141912   0.12626798
 434   1.55076039   1.96619545   1.07846296   4.27614045   2.32337238  38.77041945   0.15625578   0.65835344
 435   2.62970884   3.87577565   0.85354073   1.43912401   2.33466741  16.48723827   0.07778750  -0.03621208
 436   3.46579944   2.72870729   1.09330968   1.45113216   3.11682663  12.99194071   0.04162023  -0.07101663
 437   2.09808297   1.33868225   0.83815617   3.97724360   4.87045840  26.73984100   0.53692788   0.39872574
 438   4.40081984   4.25731521   1.35786380   2.75760480   4.79264454  25.24369976   0.69400546   1.43212890
 439   3.25099155   2.96470175   1.09767425   3.87156323   4.94342053  25.71973314   0.82697271   0.89795834
 440   1.42333705   1.15535575   0.59329189   1.81420561   2.09943783  39.01511174   0.03280854  -0.10820375
 441   3.40185085   2.42607991   0.79572982   3.52449767   3.33277390  30.00443649   0.46885093   0.61251552
 442   3.58700386   2.83923154   0.66037212   4.45499716   4.24099163  18.79615161   0.30341633   0.53434011
 443   4.63738977   1.16046209   1.16489130   2.55489865   3.15263866  32.27116488   0.55514287   0.88316536
 444   4.47406065   4.62899217   1.47562727   1.78632130   3.22070647  12.39434313   0.04215083   0.05025008
 445   1.23312023   4.10990245   0.51125676   2.25767620   2.58415258  15.27799945   0.11403400   0.01404102
 446   4.72167135   2.70162396   0.89581940   2.30688953   4.93774711  31.88991346   0.97201361   0.85429401
 447   2.09885138   3.90295589   1.36996645   2.21053590   4.86907111  26.81460161   0.46892585   1.11885748
 448   1.27334918   1.32858592   1.17427007   3.44808639   2.71774801  31.61402361   0.04574101   0.04314002
 449   2.95444538   3.83838862   0.70479854   3.57463345   2.88221242  22.97442127   0.07205586   0.05835047
 450   2.05294877   4.90385252   0.89919118   3.91833753   4.40090386  26.22620888   0.55713517   0.82383337
 451   4.77252205   2.48142675   0.96877179   3.14865223   3.93692486  23.29480376   0.51917029   0.88646612
 452   4.02140403   2.35352017   1.38872760   2.56128987   3.14213251  26.43697139  -0.00681632  -0.01356892
 453   2.43143195   1.09907938   0.56510949   1.95242328   2.63181939  29.13894875   0.00049395   0.00804633
 454   3.56587932   4.59454569   0.51436082   4.56349907   3.22715596  39.12153425   0.82870200   0.52063748
 455   4.25290078   2.52875958   0.75768176   2.32428781   2.85881176  10.93407109   0.00041206   0.01230215
 456   1.83310199   1.71116459   1.27381370   1.56914969   2.42940887  23.67824352   0.04093405  -0.00721597
 457   2.80163713   2.50087885   1.45524012   1.23267928   3.85106673  15.45931060   0.02739225   0.02892964
 458   2.58823754   2.88214913   0.67455498   1.30490152   2.60626929  13.55587948   0.01867125  -0.19159128
 459   3.81012402   1.66383790   0.67620205   3.31868863   3.20100044  33.50206808   0.53501077   0.48016770
 460   2.45943059   1.81696295   0.91651488   2.30687049   3.30498454  29.69643184   0.00402602   0.02750009
 461   1.65230992   1.48845474   1.23271515   1.23579783   2.28642070  29.34185204   0.02987514  -0.00809771
 462   1.58594314   1.12195319   0.53935231   2.09844067   2.77099861  23.21070974   0.02709109  -0.15610592
 463   1.00980262   2.06732127   1.31569602   4.99936591   4.71426048  16.74191116   0.03549334   0.12227551
 464   3.26777069   4.97663092   0.73763255   4.58537872   2.27786307  14.20605229   0.10540783  -0.06569677
 465   3.50449856   2.12784011   0.82152752   2.79975806   3.05273630  34.60322899   0.43109348   0.61579891
 466   2.23376301   4.00693732   1.16862265   4.51985335   4.48710201  39.99252933   1.07847397   0.95553097
 467   2.00300046   2.48726199   0.79225127   1.03840774   2.61349033  36.86915813   0.04503773   0.03201709
 468   4.52975625   3.29760452   0.75233459   4.83441684   2.33817161  26.51748507  -0.00510846  -0.00574714
 469   3.03086145   2.28163673   1.03234660   1.65211343   4.28697407  21.15240143   0.07271435   1.00966951
 470   2.91500461   2.53856995   1.49511174   4.95259056   2.47518698  21.12164323   0.02856382   0.05190634
 471   1.52347431   3.57870586   1.38882755   4.55020717   3.71448584  13.71510428   0.10190826   0.16091518
 472   4.23712706   2.02299078   0.79935463   4.52947763   4.70238588  36.97384639   1.20539777   0.62137774
 473   1.52719251   2.95166021   1.40540412   3.91280449   2.35730667  13.59867814   0.12396092   0.07414610
 474   1.46496956   3.87166058   0.91805745   1.27437423   4.13963456  11.46524721   0.13274981   0.07986383
 475   1.33652862   3.12296914   1.46546549   3.02426520   3.14497604  37.68088287   0.41013996   0.99269820
 476   2.14044770   2.36056735   0.78234549   4.00478089   3.93820143  12.04187990   0.07605726  -0.06738471
 477   1.73150931   3.11828675   0.50606530   2.93568229   2.42046397  27.32554661   0.07962918  -0.03341596
 478   4.81477966   1.65400742   1.04325697   2.59360243   3.14457971  14.53882448   0.04640185  -0.05246496
 479   1.81228888   2.77900403   0.77898730   1.18984235   4.79343402  12.35361136   0.06568469  -0.00497051
 480   3.97026570   4.08854963   0.63069280   3.50683307   4.49432598  37.04768791   1.00357800   0.63864449
 481   1.87975203   4.49407100   1.12938133   2.29050285   2.41988029  18.35664568   0.14732514   0.11377659
 482   1.52345184   2.48901913   1.45688314   3.26549159   3.35493098  35.53445630   0.45299022   0.89606404
 483   3.26269334   2.71536140   1.23308768   1.82194365   3.15990939  33.99994105   0.28725344   0.96275223
 484   4.64703154   2.02675877   1.39051889   1.51917918   2.82544418  26.12139461  -0.00703451  -0.03385940
 485   3.39277689   2.90086782   0.79190787   2.96744089   2.02586919  19.18514516   0.04991373  -0.12493133
 486   1.27054367   3.82527890   1.25260743   1.21394508   3.57931337  36.42337498   0.13386646   0.95080769
 487   2.71575316   2.91845644   0.91502090   2.39980304   2.73566198  32.32331356   0.09836620   0.88828613
 488   4.07706901   4.88741483   1.27740472   4.17334862   4.01184702  31.38828888   0.91763003   1.42950903
 489   2.15933155   3.26948177   1.22574832   3.46446779   3.77890777  29.58712113   0.49481587   0.92664499
 490   3.76248787   3.94851536   0.50196227   3.83839858   3.42670614  15.43787633   0.08989773  -0.06747991
 491   3.61485460   4.71432717   0.92078486   2.94553575   2.78059241  18.54768333   0.07607615   0.05512181
 492   1.60163092   1.97433629   1.14175643   1.11580138   4.74056184  38.92724634   0.38062390   0.65356187
 493   1.21257637   3.92615746   0.65797842   4.82809843   2.05852878  36.88625565   0.13351783   0.14973783
 494   3.30386032   1.98846440   1.11552149   4.43612433   2.43859591  23.17608911   0.04711022   0.01703162
 495   3.23768448   3.09545360   1.22193427   2.13281020   4.62743801  11.78851505   0.04385175   0.02983046
 496   4.84869839   1.69273921   0.60301857   3.59030703   4.70267368  17.75290120   0.41584102   0.49090229
 497   3.95464513   3.08708229   1.27357195   3.88343320   3.44387592  31.72011995   0.76233567   1.15590976
 498   1.83490109   4.32919266   1.05267056   2.81584680   2.04279417  39.33376704   0.12679216   1.00552114
 499   3.63086289   2.80416229   1.25943451   2.16570895   4.63510203  25.50487435   0.54658756   1.05723285
 500   4.84314355   2.88962095   0.54189939   4.30587748   3.23702410  11.08130875   0.00649170   0.01237586
 501   4.55856614   1.35040619   0.53858646   2.56630673   3.56450121  27.73409035   0.39836317   0.39639316
 502   1.39512930   1.92084690   0.94832771   4.95046099   3.73207994  11.69808042   0.08432794  -0.01211078
 503   2.74238435   1.91802821   0.64560287   2.46131702   2.55705969  24.41849596   0.05744426  -0.10726169
 504   1.14290997   2.30561970   1.41185926   2.60915286   3.03161031  25.66942875   0.03822726   0.12258871
 505   2.91939529   1.00983860   1.03675100   1.42752563   4.86792706  22.82417618   0.06059288   0.78565935
 506   4.76308410   2.60849358   0.52537181   2.60925712   2.06529476  28.38116385   0.06685934  -0.06031859
 507   2.49883779   3.11415053   1.30780481   2.46217666   4.98815286  31.58219631   0.73922160   0.99978656
 508   3.53948504   2.40114356   0.81004162   3.70196573   4.30396816  37.06591094   0.95527465   0.61480484
 509   1.95275345   4.68874170   1.17676234   1.79496689   4.69133063  26.43601091   0.28142617   1.00983364
 510   2.20669359   3.93861663   0.60824563   1.30210397   3.40361492  24.84255443   0.09011662   0.04108705
 511   1.79075854   4.85711309   1.42953593   2.61457214   4.57929087  39.60655381   0.80201457   1.26936927
 512   3.78361288   3.31389086   1.33924922   1.07873145   4.15293528  25.25745606  -0.00693701  -0.00890437
 513   4.02503665   1.39891310   0.99968451   3.17361310   4.96502830  22.70180614   0.67008503   0.71571505
 514   3.56617671   3.30779605   0.73679411   3.15618158   3.97087206  30.14870347   0.64528959   0.65603354
 515   3.28357602   1.64978126   0.65560260   2.72475602   4.28116440  17.23249895   0.04233220   0.64244790
 516   1.14614824   1.74867256   1.00278241   4.88882514   4.87532056  25.80877297   0.51130517   0.43412064
 517   4.62511637   2.36472106   0.53920767   1.66020192   2.89986310  11.66043645   0.01714642  -0.00605805
 518   4.33031441   3.15245947   0.72623653   1.22473922   2.01431766  33.79344512   0.03332200   0.00188903
 519   2.24400964   3.89833712   1.22936162   3.36140967   3.54498719  32.81056190   0.54104352   1.01813544
 520   3.55990291   4.49276958   0.70597205   4.42297916   3.90264621  25.67843917   0.64459312   0.71835180
 521   1.36785903   1.79416080   1.21922169   4.13844536   4.58591078  32.08342065   0.63112115   0.56184005
 522   4.85545727   3.90212484   0.84568414   3.35586628   2.36463317  23.76337578   0.00713912   0.03123503
 523   2.19746281   1.77342450   1.09433610   2.26577620   3.70950958  11.74977235   0.04220785  -0.07654609
 524   2.12236131   3.18695401   0.77553346   1.04263475   3.32122474  31.17723491   0.03317326   0.07765997
 525   2.78302572   2.66466368   1.29737677   4.97309470   2.85131426  14.17034364   0.08662735   0.00585838
 526   2.01963586   2.30835230   0.67538588   4.91612558   3.91031619  29.04474105   0.54037813   0.39339810
 527   2.69961008   2.71999311   1.49702112   1.71637050   4.28945823  39.09200838   0.72196071   1.11209224
 528   2.58661608   1.90472226   0.59136550   3.08048391   3.98560798  11.85204606  -0.00518850  -0.00486297
 529   2.72964336   4.10883163   0.55839141   1.78192174   2.32613447  35.06004250   0.08188178   0.03350889
 530   1.28529036   2.91999647   0.67412032   4.81951585   4.96300491  20.59592063   0.30926895   0.41845140
 531   2.33651743   4.55513349   0.96297556   1.41092983   4.06304309  10.86008471   0.12975277   0.04750279
 532   2.76318018   2.92128297   0.53179194   3.73008050   3.40361859  14.07099620   0.06375990  -0.13897998
 533   4.84468094   3.32892051   0.93836170   2.58740860   4.41437228  38.36713765   1.09678029   0.98249720
 534   2.26628765   4.88629943   0.67403044   2.74343188   3.36798495  18.58634116   0.13172986   0.06229935
 535   4.46010448   1.35116123   1.36891158   1.21046914   2.63144073  31.15494074  -0.00939903  -0.01165633
 536   3.85793824   3.60061412   1.08955416   4.38320924   4.34666275  16.68853812   0.09049369   1.30968046
 537   2.94760947   4.72976234   0.80574443   1.38853721   2.11967763  26.64938820   0.10152256   0.03376652
 538   1.85249423   2.62321405   0.98456365   1.01171834   4.76634269  38.27241153   0.40982134   0.65905299
 539   4.60155331   1.43755787   1.27870732   2.24160919   2.24505980  32.16460399  -0.00861094  -0.01109421
 540   4.27791117   2.02825045   0.75151778   2.43662295   2.74488442  25.46366341   0.02779018   0.01044570
 541   1.15878701   2.83865297   0.78559856   3.16113741   3.27646711  23.70952208   0.10155918   0.08909821
 542   2.05736881   4.32218333   0.55077219   3.30749205   2.41699075  38.10894061   0.12821059   0.57040885
 543   2.80775821   3.23497030   0.66137175   2.18355987   4.09307663  16.51334306   0.07271817  -0.01643263
