# idx        omn         omt_i      temp_i         omt_e         Tref         nref        gamma        omega
 816   3.70817722   4.49711890   1.31685415   3.98560939   4.07265524  30.84316005   0.86851208   1.36311025
 817   3.92837586   1.77947772   1.22344047   2.31596071   4.96042123  24.41949498   0.63930404   0.92772275
 818   1.07818198   1.07277709   1.23712482   4.02672093   4.75636662  12.04193065   0.05441473   0.00002812
 819   4.17819258   3.44649055   1.20189862   4.33233007   4.53244148  20.99053068   0.66623419   1.15702406
 820   3.99533014   1.34248441   1.45884099   2.09030757   2.27227351  35.57419368  -0.00708639  -0.03798132
 821   1.30002020   1.54994185   0.96391563   2.05302928   4.71767803  37.79254963   0.35006909   0.45432868
 822   4.75908115   2.74686198   0.97392202   2.30612880   4.67081055  16.02118169   0.02018401   0.67542992
 823   3.48326063   4.36393480   1.25439277   1.92344931   3.83726855  29.47956996   0.38946225   1.18022151
 824   3.18541256   1.42023954   0.79290094   4.48884484   2.75914281  11.26171953   0.01149507   0.00402992
 825   4.07475098   2.37378577   1.22191800   2.70668995   3.61904549  18.53509398  -0.00709359   0.01636243
 826   4.78234648   2.83740709   0.60075806   2.81152182   2.47251760  15.71376958   0.00188939   0.01196576
 827   1.01936778   4.46485899   1.15875076   1.73788001   3.91595653  16.72552634   0.13225908   0.23412062
 828   3.13825728   1.65097193   1.19780695   2.87859848   3.61214280  33.10003540   0.58121315   0.78893833
 829   1.90160183   2.01242903   0.53794019   3.76195394   2.37524760  23.19820613   0.05878058  -0.12220718
 830   1.99643070   1.53817819   0.71721574   3.26351289   2.31373571  39.20954885   0.06630136   0.00972172
 831   3.12935167   4.08063472   1.11670230   2.39220274   2.95889990  12.62234450   0.09697143   0.00267005
 832   4.55641244   2.27590867   1.38250883   3.43547355   2.07110864  24.94131634   0.01196751   0.01515577
 833   4.74654527   1.93584471   0.56196616   1.29062444   4.70823564  32.24411938   0.68165742   0.47762639
 834   4.65462640   3.13014875   0.50713502   3.07514076   4.69508396  36.57808292   0.99018374   0.48544589
 835   1.63931016   3.58743534   0.85412336   1.52755598   3.47295628  14.06817554   0.11503093   0.04338986
 836   3.26223586   2.19125041   1.00324040   3.35439062   3.39817834  27.53367293   0.35204490   0.73930384
 837   1.59245437   1.68339800   1.04821243   4.71911885   3.30986651  11.82945148   0.06974199  -0.04315651
 838   3.38980820   4.00389072   0.71255417   3.70499971   4.13519828  21.28918302   0.31992665   0.65228302
 839   4.34630683   2.79169586   0.89567701   1.88099918   2.57162943  10.83459950  -0.00426835  -0.10942288
 840   4.33400408   1.33944424   1.42372961   3.18583197   2.68961151  14.24573717   0.04826966  -0.06093369
 841   1.68900479   3.95644570   1.44833764   1.97302622   3.48786503  23.20130757   0.12184842   1.22516954
 842   2.15733396   2.54974260   1.27175818   3.78042015   2.30090248  10.49716208   0.07834784  -0.03987248
 843   1.03116443   2.69531093   1.12553303   4.30730684   3.31451337  35.87628954   0.46486555   0.64969291
 844   1.56754972   3.28324311   0.97428816   1.82581297   4.06022580  32.22516665   0.22022675   0.71481927
 845   3.76146280   4.38052522   0.71734204   4.02764043   4.45681704  35.90575726   1.04809952   0.73769929
 846   4.14225609   1.05503484   0.78590722   2.21886136   4.01503411  25.94365430   0.38614633   0.53783038
 847   4.10388969   1.85548565   0.57583379   1.77737714   3.17146525  22.08399497  -0.00439651   0.00989966
 848   3.08031510   1.07684721   0.63916605   4.34227158   3.65343807  26.82729265   0.42465452   0.34415670
 849   3.18706436   3.40369936   0.74625500   1.85072926   3.82626248  10.89116775   0.04310859  -0.11244537
 850   4.49543730   1.00907624   0.93343127   1.18699263   2.05313421  25.47578964   0.02771413  -0.09713869
 851   4.42844043   1.69520323   1.43399181   3.79332056   2.82991105  38.78947344   0.82423626   1.14560889
 852   4.12335559   1.18195182   1.43348162   1.33631080   4.86847925  35.79418117   0.88175103   1.01382993
 853   1.24434859   3.00856257   1.44313414   1.36671455   2.44951515  20.98464854   0.09092428   0.14022913
 854   1.50534816   1.87260776   0.64579296   2.55097070   4.56891948  24.02114925   0.05741448   0.03480389
 855   3.98311519   4.56636100   1.39920996   4.17609430   4.53967618  11.58727767  -0.00596693  -0.00529378
 856   2.68032233   3.05605658   1.36210704   2.43006638   4.71500064  12.50422485   0.03543638   0.06505874
 857   4.41695916   1.39383317   0.76258001   2.55395993   3.04965304  38.12135927   0.62367726   0.57471112
 858   3.18393936   2.01439324   0.67391692   4.56873915   4.97938176  29.47286848   0.88634464   0.43520394
 859   4.48772262   4.61169522   0.71415630   2.97701254   3.19525028  23.29573772   0.08121027   0.59292815
 860   4.46884424   4.91750282   1.02937633   4.95200803   2.13780505  19.38973618   0.06156066   0.05292537
 861   4.74700933   4.50398883   0.91448779   1.74116732   3.06003558  31.26594871   0.30433172   0.93395002
 862   1.86790841   4.69484760   1.27188261   1.37990329   3.72228227  13.51189474   0.13227520   0.16440446
 863   1.14300794   1.95554314   0.90349986   3.65744737   3.54049377  14.04887257   0.07951982   0.01816168
 864   2.17582301   4.64675031   0.74070516   4.08191074   3.40643284  27.51762063   0.29638117   0.64873877
 865   2.46932106   3.68283929   1.40821035   1.05426751   2.59730160  25.73777596   0.02236060   0.10605526
 866   4.71681869   4.22748168   1.40876887   1.07807785   3.31219346  36.94287624   0.44772671   1.41396380
 867   3.43257432   1.85830042   0.52091492   1.66062066   4.97363196  17.25634538   0.04217150   0.54906436
 868   4.67486776   1.28974013   1.36320116   1.96801779   3.96119705  20.19880706  -0.00925803  -0.01183407
 869   1.86589305   2.05594425   0.69199788   1.47268434   2.42638258  11.70724888   0.01044592  -0.19090740
 870   1.26956039   1.74091481   0.90020909   3.34564797   4.14101399  18.09092085   0.06969170   0.02590067
 871   2.78788838   1.56831852   0.96327803   3.28810615   4.82732229  39.21883532   0.90035377   0.54634100
 872   2.40527351   3.32641730   1.26211453   1.67407125   2.50007886  11.00119203   0.09187592  -0.00778879
 873   3.15565633   4.37225517   1.32087515   2.99581689   2.72563782  28.45307409  -0.00477262  -0.00228954
 874   3.12877699   2.26685165   0.51570323   2.45199708   3.81472658  20.97822400   0.05398181   0.53303722
 875   1.15244457   3.93260103   0.94082592   4.16980503   3.72588041  11.07271146   0.16325153   0.10572913
 876   1.66974738   4.27336407   1.18986349   1.48721693   4.54473547  26.52273846   0.15038292   1.03327752
 877   3.96897065   2.22606684   0.74397319   1.07034766   4.72242566  21.43205516   0.06142800   0.85690002
 878   4.02379149   4.16840637   1.03295279   3.10415184   3.39438037  20.24910872  -0.00490192  -0.00500535
 879   2.25113180   2.90089364   0.78117960   3.26473961   4.23823293  32.02583118   0.56266353   0.54989054
 880   2.02155151   3.67347936   1.49590583   4.31440053   2.20666598  15.52576900   0.13028979   0.09494897
 881   1.27372307   4.47132361   0.85304837   2.38637390   4.89734549  33.44395947   0.49627153   0.69318088
 882   2.76727205   3.10845584   0.67901712   1.16315531   2.53756673  27.31954134   0.05535315  -0.03363847
 883   2.34304637   1.90828838   1.37136496   1.56395003   4.59226291  38.98942203   0.64017321   0.83569147
 884   1.20114565   1.81023006   0.77632190   3.01382628   3.32966056  38.48857503   0.16687190   0.41725479
 885   4.91640298   4.45565347   1.19842632   4.74467475   3.36584976  24.70186014   0.53198773   1.30659476
 886   3.24146537   4.95102393   1.18879988   4.21172500   2.49768684  11.51731076   0.13565351   0.01508875
 887   1.60941757   2.18619447   1.33733907   4.76838118   4.17582906  23.09618836   0.42627192   0.77716847
 888   1.86737348   2.12527647   1.16683954   3.07781509   4.25570005  31.22672658   0.50696413   0.68665909
 889   3.93795835   3.10046677   0.64128479   1.82279121   2.70549500  37.92139270   0.26228089   0.55545369
 890   4.51608684   2.63572387   0.74107943   1.14999120   2.16110346  13.31623085   0.00533841   0.00984371
 891   2.17369301   2.38898463   1.47090665   3.20961278   3.56842591  15.00611551   0.05592020   0.05166117
 892   1.74734317   4.57326170   1.02786614   3.97112178   3.60879046  21.99338373   0.15403558   0.94838683
 893   1.46165768   2.13819786   1.28891720   4.82239625   3.20941203  34.90505325   0.55643134   0.69076149
 894   4.34343372   3.34583563   1.13624082   3.09748449   3.10660382  29.80475933   0.44247311   1.06875902
 895   3.05420234   3.09131562   0.78754926   2.78294133   2.99620569  14.97887098   0.06425320  -0.08037374
 896   1.76664344   4.62515972   1.08788540   2.12920562   3.58956792  16.54592232   0.12711623   0.16241037
 897   2.09411351   4.14671758   0.67082324   3.37115908   2.83294424  29.24844589   0.06327135   0.13246714
 898   2.80317518   1.38504716   1.41141186   3.39548115   4.97528569  30.71972768   0.85276588   0.80405989
 899   1.96615281   1.06574575   0.61715300   3.60300410   4.22330468  29.69663743   0.32757540   0.25844259
 900   2.72681726   4.55257726   0.99616884   1.15986831   4.18809022  38.78930583   0.56477301   0.94728289
 901   2.95501307   3.63837050   1.26328025   3.62510204   3.13620296  32.46880690   0.50350794   1.08767223
 902   2.53673009   3.09758380   0.76393128   2.10579704   4.15684690  20.40488851   0.04066509   0.05634383
 903   2.22885433   2.12517227   0.64300583   4.80729349   2.04654962  27.69630131   0.09429495  -0.06831951
 904   2.62941307   3.15578678   0.79951926   4.27902216   2.70035186  33.47495595   0.34568224   0.62037311
 905   1.10663090   1.62488204   1.11903167   1.35419459   3.73197420  20.79579396   0.04212836   0.04766567
 906   2.75120055   2.93957665   0.77673999   4.17707606   4.20267983  39.05117749   0.91757574   0.56661578
 907   2.01419491   1.93759773   1.09950256   3.24900891   2.31691648  36.96994684   0.01421054   0.05187032
 908   4.64695169   2.62456674   0.72975188   3.16052263   3.19845081  15.93224841   0.06223034  -0.04211278
 909   3.91805885   1.35906698   1.13359711   4.70895231   2.09296245  36.22348001   0.34983774   0.79524768
 910   1.89289559   3.90424970   0.85066756   2.33192388   3.85741001  24.39443286   0.11921656   0.81460345
 911   1.26054369   1.18750775   0.70600687   4.38015870   2.44945522  13.02457073   0.00964082  -0.10978469
 912   2.27354697   2.02924022   1.35965018   1.77473810   3.51510832  14.25922973   0.04899601  -0.00861430
 913   4.60235926   2.75537871   1.19524631   1.89115896   4.14664172  31.21147808   0.73817504   1.12385877
 914   2.49828824   2.45878864   0.95562778   2.25938948   4.45049383  24.15785999   0.18797890   0.67846589
 915   4.09639563   2.58916805   1.06511813   3.56523990   3.07304169  21.86365812  -0.00704598  -0.00731654
 916   1.83316411   1.94932063   0.84554021   2.34971897   3.25130861  27.38280360   0.05141962   0.02283881
 917   2.26051076   2.05578132   1.32538279   4.87434522   3.78888800  16.87210571   0.02951596   0.05762628
 918   3.21578843   1.67835254   1.02046934   1.42072476   3.43469296  16.55807187   0.03823030  -0.07041711
 919   4.50470881   4.97320952   0.69681436   2.18229778   2.73047944  32.75348662   0.24122004   0.71283552
 920   3.52849273   1.30924155   0.67158026   3.32561260   2.59435277  10.91489710   0.02211063  -0.01328669
 921   1.30359138   4.95401193   1.49131080   2.75913915   2.93621977  24.85174324   0.14451766   1.26129075
 922   1.54078929   3.73804983   0.69258894   4.40920926   4.86629883  24.85653727   0.51179540   0.50518949
 923   4.20388228   2.57020812   0.59578730   4.26217985   3.20284923  29.45055594   0.59054753   0.50768863
 924   2.79958671   4.94723606   1.31158556   3.46093345   3.46286384  28.70463886   0.37102028   1.22291626
 925   3.09818765   2.12205020   0.77736616   2.58638981   4.76071673  24.56140643   0.42920553   0.54966979
 926   1.11596295   4.77518387   0.56329959   4.36375039   3.30821347  11.95606940   0.16207284   0.04937429
 927   2.40553657   4.39640068   0.56385409   3.96017781   4.67071246  23.98117953   0.48398152   0.49726815
 928   4.91611338   1.69892926   1.19738016   4.23796576   2.44936036  24.12988185  -0.00644891  -0.07695539
 929   1.96572973   4.90973729   0.87386973   1.30229231   4.48731571  36.16484780   0.43984506   0.80052626
 930   2.38079310   4.43331709   1.32775320   4.84007418   3.49810442  25.18342501   0.40713081   1.16149385
 931   2.81475107   1.07775605   0.58522052   4.57509038   4.64404214  32.88068362   0.78198883   0.26871256
 932   4.44803506   3.76737458   1.14278845   2.59350659   4.29954582  38.10485016   1.03711787   1.20226304
 933   2.80025326   3.22257582   1.44600973   1.81635673   2.14077201  10.01730560   0.07551945  -0.03686323
 934   3.58059584   3.51405151   0.63469966   2.26061268   4.29559200  20.12470147   0.08133835   0.77847509
 935   4.98632863   3.95814176   0.92173047   2.00344510   3.36234173  31.74529934   0.55621335   1.00465569
 936   2.84324801   1.38489711   1.47191102   3.54233267   2.95040797  25.11090550   0.00348842   0.02126591
 937   3.50849600   1.08074788   1.01404175   4.81789172   2.29766245  12.76954580   0.01286035   0.00512032
 938   3.52923188   4.79229583   0.69680469   4.66083425   3.91713873  17.40465945   0.04111952   0.53435969
 939   4.13561647   4.38622331   1.23813883   2.73233974   3.50436192  35.19254110   0.71297744   1.30659914
 940   4.09726580   4.22161367   1.21361947   1.48823623   2.40662690  39.20606426   0.15123522   1.01715731
 941   3.48976751   1.63890031   1.13120556   2.45895023   4.01490313  39.39142379   0.82838089   0.77272942
 942   4.62170820   4.33638468   0.84146832   3.20622465   3.42744734  25.05484598   0.38008243   0.88164385
 943   1.85755965   3.19556186   1.06471578   1.69817655   2.32510831  11.17445631   0.09916653   0.00103670
 944   3.43586622   3.95023814   1.43745900   3.03276890   3.84448951  34.17087984   0.75613392   1.35686511
 945   3.49607599   2.40866260   1.03699497   3.19442410   4.22996190  39.84234064   0.98518688   0.80000104
 946   2.49189996   1.00015101   1.07339484   3.89620566   3.24700214  21.84333926   0.06217010  -0.00345832
 947   2.35801873   2.81107650   1.43492140   2.70579471   3.22518582  25.10447753  -0.00580675  -0.00570229
 948   1.54731415   3.13018835   0.75203995   3.79218471   4.67717767  10.01341691   0.11073638   0.01066729
 949   3.42617780   1.91735769   0.74551076   2.49298491   2.21463073  21.28192803  -0.00318399   0.01103337
 950   3.00293492   3.61392428   1.00429706   3.70508159   3.10375948  33.54875905   0.54175216   0.87141066
 951   3.74337353   1.62087567   1.48523599   1.68195647   2.31944495  29.12657076   0.00662324   0.00866739
 952   2.53128365   3.14343159   1.41164949   4.13152637   4.60296118  15.68819817  -0.00511115  -0.00467549
 953   2.98453598   2.59546403   1.31441858   4.23785909   2.57391632  10.56503818   0.07050545  -0.07102995
 954   1.20323292   1.50351105   1.44392816   3.06404197   4.47080356  32.24635863   0.43947411   0.64563461
 955   2.73614036   3.13339835   1.34798250   2.15077538   4.02863762  26.29637909   0.25578519   1.04497356
 956   3.58384817   4.52417737   1.35030919   2.85818088   2.93659837  19.96545265  -0.00544226  -0.00386073
 957   1.67478882   1.32404465   0.88316030   1.61488056   2.68540152  19.99315035   0.02106023  -0.10650404
 958   4.29268292   2.32704770   0.60482750   4.68948424   2.24309036  28.58892535   0.08044232   0.65269033
 959   4.70236924   3.64361388   0.82206595   2.05595457   4.28962488  26.50714192   0.60857879   0.86088753
 960   4.82279488   1.43538106   1.48436993   2.92112101   2.51313670  31.51649460   0.17614918   1.05717575
 961   1.17636013   2.70517523   0.91860937   1.87200527   3.88247138  27.62938143   0.04072849   0.12525058
 962   4.59633815   4.69257676   0.91513485   2.84887719   3.18178994  33.46098180   0.62965862   1.03992371
 963   2.50373112   2.77145609   1.41854867   3.30269642   4.83500721  15.25720495  -0.00604622  -0.00648130
 964   1.13210337   1.13693192   1.11885568   2.07976184   2.95946163  12.83017496   0.01783168  -0.02486954
 965   4.85073227   2.59196716   0.57355063   2.81660469   2.42915740  19.80621668  -0.00305266   0.01447624
 966   3.87066573   2.77823701   0.60488070   3.37463058   4.66817543  26.46948922   0.69902234   0.51054889
 967   1.76363728   4.04073465   1.25890364   3.92180070   3.91634163  37.57772091   0.79772824   0.99052298
 968   4.10697913   4.68434208   0.62655518   2.60730906   2.14715418  26.38670457   0.07575427   0.00565163
 969   2.88644820   4.77166137   0.77794520   2.30153588   2.07107081  31.80756423   0.08728354   0.08226335
 970   4.90868745   2.37083343   0.54108561   2.59218730   2.17736789  27.75158815   0.06469092  -0.04099127
 971   3.72882052   4.46664827   0.78606965   1.73584645   4.02951927  20.88931490   0.00011855   0.05936156
 972   1.03931332   4.25388965   1.11334280   3.15664226   2.18765122  32.53108767   0.10652229   0.23903121
 973   2.21857492   3.76924503   0.70985247   4.48697993   4.39064540  32.17919888   0.76830969   0.55339802
 974   4.48606039   2.15610145   1.42151811   1.14960551   4.92585330  29.02421501   0.71552208   1.21840667
 975   4.01928931   1.64990504   0.88168528   3.10765750   4.15649638  12.16410891   0.05893843  -0.06943570
 976   2.22278536   4.94096792   1.49701955   2.30670977   3.20247380  14.78112789   0.10264374   0.18882085
 977   4.43693080   4.19118254   0.83820970   2.01571766   4.28493494  19.47102255   0.10371297   0.70009740
 978   3.83341531   3.34062551   1.37341077   2.48693111   4.15057829  22.08885816   0.21931291   1.13033433
 979   4.74001709   4.66149972   0.50605285   2.37797612   4.22662411  21.73256160   0.33706007   0.55195042
 980   2.57663305   3.76151435   0.62648516   3.57927560   4.65652001  13.23978395   0.10298855   0.00629682
 981   1.36678218   1.92139075   0.58862360   3.36866143   2.01207857  17.92350919   0.00599177  -0.11376833
 982   1.75985806   2.32127820   1.43234165   3.84826771   2.26630757  27.11178961   0.05106371   0.08219098
 983   3.37366767   3.86917306   1.46446949   4.51827808   3.50011547  39.96481392   1.03080082   1.36920302
 984   3.65853081   1.23089627   1.29280415   1.80215695   2.58662196  37.91752260   0.17120482   0.84369482
 985   1.33828194   2.31885964   1.19518044   1.32883006   4.76833615  39.04083055   0.41094154   0.70099326
 986   3.79353183   2.70571274   0.76738164   3.68080898   3.33690185  38.91416234   0.82364279   0.64040015
 987   1.40858352   3.94074069   1.07102612   2.76290985   3.62624160  39.88642284   0.51872420   0.81662799
 988   1.05774625   2.01328448   0.84934774   4.75831272   4.96537447  17.62546552   0.06804563   0.10561141
 989   2.24656479   1.34366506   0.78686956   2.63447267   2.96896836  10.85308454  -0.00350421   0.00943857
 990   1.03132628   4.33478399   0.51553602   3.00774311   2.19515098  23.90551509   0.13993755   0.05346113
 991   2.33497463   3.03291536   0.78878769   2.50011305   3.62271018  11.16719687   0.05480676  -0.07129449
 992   2.02288556   4.51143963   1.25471002   3.34678268   3.16993463  18.04006985   0.08344242   0.17701576
 993   4.87595129   1.68252739   0.70864425   3.57597036   3.35657417  35.52865186   0.85248029   0.58655897
 994   4.77859420   2.65561897   0.95670165   4.69586154   2.83256216  29.77866110   0.64311618   0.90224400
 995   1.04024555   1.52936436   0.85855684   4.32515373   4.41155097  36.31285630   0.53555129   0.31599509
 996   4.30396900   1.03373596   0.53168159   2.72273470   3.50175666  34.00372985   0.56670100   0.35372798
 997   2.96608733   4.42240040   0.50988080   3.92813302   4.34296289  19.17816033   0.13695420   0.57032962
 998   2.93526081   2.28103359   0.73808178   2.10096722   2.07918263  21.61158705  -0.00527425  -0.00568374
 999   4.86292388   2.53070175   1.46711540   3.56328893   4.74560310  20.66965274   0.63934488   1.34560694
1000   2.98509112   2.28304980   1.38023772   3.11680899   2.66539551  30.10356293  -0.00730489  -0.01034702
